Ensembl	Gene	Synonym	Description	Protein.class	Evidence	HPA.evidence	ENTREZID	Gene.name.HPA	macrophageStep
ENSG00000169403	PTAFR	 ,	"Platelet activating factor receptor"	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	5724	PTAFR	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000169413	RNASE6	 RAD1, RNaseK6, RNS6,	"Ribonuclease A family member k6"	"Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	6039	RNASE6	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000169439	SDC2	 CD362, fibroglycan, HSPG, HSPG1, SYND2,	"Syndecan 2"	"CD markers, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	6383	SDC2	FunctionGene
ENSG00000169442	CD52	 CDW52, EDDM5, HE5,	"CD52 molecule"	"Cancer-related genes, CD markers, FDA approved drug targets, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	1043	CD52	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000169499	PLEKHA2	 TAPP2,	"Pleckstrin homology domain containing A2"	"Predicted intracellular proteins"	"Evidence at transcript level"	"Evidence at transcript level"	59339	PLEKHA2	LiverMacrophage,KupfferCells
ENSG00000169508	GPR183	 EBI2,	"G protein-coupled receptor 183"	"G-protein coupled receptors, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	1880	GPR183	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000169554	ZEB2	 KIAA0569, SIP-1, SIP1, ZFHX1B,	"Zinc finger E-box binding homeobox 2"	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	9839	ZEB2	CancerDExpr,TF,LiverMacrophage,KupfferCells
ENSG00000169627	BOLA2B	 ,	"BolA family member 2B"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	552900	BOLA2B	TopGeneInFirstStep
ENSG00000169689	CENPX	 CENP-X, FAAP10, MGC14480, MHF2, STRA13,	"Centromere protein X"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	201254	CENPX	TopGeneInFirstStep,TF
ENSG00000169692	AGPAT2	 BSCL, LPAAT-beta,	"1-acylglycerol-3-phosphate O-acyltransferase 2"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	10555	AGPAT2	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000169715	MT1E	 MT1, MTD,	"Metallothionein 1E"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	4493	MT1E	LiverMacrophage,KupfferCells
ENSG00000169727	GPS1	 COPS1, CSN1,	"G protein pathway suppressor 1"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2873	GPS1	TopGeneInFirstStep
ENSG00000169738	DCXR	 DCR, HCR2, KIDCR, P34H, SDR20C1,	"Dicarbonyl and L-xylulose reductase"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51181	DCXR	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000169756	LIMS1	 PINCH, PINCH1,	"LIM zinc finger domain containing 1"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3987	LIMS1	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000169813	HNRNPF	 HNRPF,	"Heterogeneous nuclear ribonucleoprotein F"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3185	HNRNPF	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000169871	TRIM56	 RNF109,	"Tripartite motif containing 56"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	81844	TRIM56	KupfferCells
ENSG00000169896	ITGAM	 CD11B, CR3A, MAC-1,	"Integrin subunit alpha M"	"Cancer-related genes, CD markers, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	3684	ITGAM	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000169905	TOR1AIP2	 IFRG15, LULL1, NET9,	"Torsin 1A interacting protein 2"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	163590	TOR1AIP2	LiverMacrophage,KupfferCells
ENSG00000169919	GUSB	 ,	"Glucuronidase beta"	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2990	GUSB	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000169926	KLF13	 BTEB3, FKLF-2, NSLP1, RFLAT-1,	"Kruppel like factor 13"	"Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	51621	KLF13	TF,LiverMacrophage,KupfferCells
ENSG00000169951	ZNF764	 MGC13138,	"Zinc finger protein 764"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	92595	ZNF764	TF
ENSG00000169955	ZNF747	 MGC2474,	"Zinc finger protein 747"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	65988	ZNF747	TF
ENSG00000169967	MAP3K2	 MEKK2, MEKK2B,	"Mitogen-activated protein kinase kinase kinase 2"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10746	MAP3K2	LiverMacrophage,KupfferCells
ENSG00000169981	ZNF35	 HF.10, HF10, Zfp105,	"Zinc finger protein 35"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7584	ZNF35	TF
ENSG00000170017	ALCAM	 CD166, MEMD,	"Activated leukocyte cell adhesion molecule"	"Cancer-related genes, CD markers, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	214	ALCAM	CancerDExpr,LiverMacrophage
ENSG00000170035	UBE2E3	 UbcH9,	"Ubiquitin conjugating enzyme E2 E3"	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	10477	UBE2E3	LiverMacrophage
ENSG00000170100	ZNF778	 FLJ31875,	"Zinc finger protein 778"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	197320	ZNF778	TF
ENSG00000170248	PDCD6IP	 AIP1, Alix, Hp95,	"Programmed cell death 6 interacting protein"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10015	PDCD6IP	LiverMacrophage,KupfferCells
ENSG00000170260	ZNF212	 C2H2-150,	"Zinc finger protein 212"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7988	ZNF212	TF
ENSG00000170266	GLB1	 EBP, ELNR1,	"Galactosidase beta 1"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2720	GLB1	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000170325	PRDM10	 KIAA1231, MGC131802, PFM7,	"PR/SET domain 10"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	56980	PRDM10	TF
ENSG00000170345	FOS	 AP-1, c-fos,	"Fos proto-oncogene, AP-1 transcription factor subunit"	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	2353	FOS	TopGeneInFirstStep,CancerDExpr,TF,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000170365	SMAD1	 JV4-1, MADH1, MADR1,	"SMAD family member 1"	"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	4086	SMAD1	TF
ENSG00000170430	MGMT	 ,	"O-6-methylguanine-DNA methyltransferase"	"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4255	MGMT	LiverMacrophage,KupfferCells
ENSG00000170458	CD14	 ,	"CD14 molecule"	"Cancer-related genes, CD markers, Human disease related genes, Plasma proteins, Predicted secreted proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	929	CD14	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000170473	PYM1	 PYM, WIBG,	"PYM homolog 1, exon junction complex associated factor"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	84305	PYM1	TopGeneInFirstStep
ENSG00000170525	PFKFB3	 ,	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5209	PFKFB3	LiverMacrophage,KupfferCells
ENSG00000170542	SERPINB9	 CAP3, PI9,	"Serpin family B member 9"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5272	SERPINB9	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000170571	EMB	 MGC71745,	Embigin	"Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	133418	EMB	KupfferCells
ENSG00000170581	STAT2	 STAT113,	"Signal transducer and activator of transcription 2"	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	6773	STAT2	TF,LiverMacrophage,KupfferCells
ENSG00000170619	COMMD5	 FLJ13008, HCaRG, HT002,	"COMM domain containing 5"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	28991	COMMD5	TopGeneInFirstStep
ENSG00000170631	ZNF16	 KOX9,	"Zinc finger protein 16"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7564	ZNF16	TF
ENSG00000170653	ATF7	 ATFA,	"Activating transcription factor 7"	"Predicted intracellular proteins, Predicted membrane proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	11016	ATF7	TF
ENSG00000170684	ZNF296	 ZNF342,	"Zinc finger protein 296"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	162979	ZNF296	TF
ENSG00000170776	AKAP13	 AKAP-Lbc, ARHGEF13, BRX, c-lbc, HA-3, Ht31, LBC, PROTO-LB,	"A-kinase anchoring protein 13"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	11214	AKAP13	LiverMacrophage,KupfferCells
ENSG00000170873	MTSS1	 KIAA0429, MIM, MIMA, MIMB,	"MTSS I-BAR domain containing 1"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9788	MTSS1	LiverMacrophage,KupfferCells
ENSG00000170903	MSANTD4	 KIAA1826,	"Myb/SANT DNA binding domain containing 4 with coiled-coils"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	84437	MSANTD4	TF
ENSG00000170909	OSCAR	 ,	"Osteoclast associated Ig-like receptor"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	126014	OSCAR	CancerDExpr
ENSG00000170917	NUDT6	 FGF-AS, FGF2AS, gfg, gfg-1,	"Nudix hydrolase 6"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	11162	NUDT6	FunctionGene
ENSG00000170949	ZNF160	 F11, FLJ00032, HKr18, HZF5, KIAA1611, KR18,	"Zinc finger protein 160"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	90338	ZNF160	TF
ENSG00000170989	S1PR1	 CD363, D1S3362, edg-1, EDG1,	"Sphingosine-1-phosphate receptor 1"	"Cancer-related genes, CD markers, FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	1901	S1PR1	FunctionGene
ENSG00000171049	FPR2	 ALXR, FMLP-R-II, FMLPX, FPR2A, FPRH2, FPRL1, HM63, LXA4R,	"Formyl peptide receptor 2"	"G-protein coupled receptors, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	2358	FPR2	TopGeneInFirstStep,FunctionGene,KupfferCells
ENSG00000171051	FPR1	 FMLP, FPR,	"Formyl peptide receptor 1"	"G-protein coupled receptors, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	2357	FPR1	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000171055	FEZ2	 ,	"Fasciculation and elongation protein zeta 2"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9637	FEZ2	LiverMacrophage,KupfferCells
ENSG00000171105	INSR	 CD220,	"Insulin receptor"	"CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at transcript level"	3643	INSR	FunctionGene,LiverMacrophage,KupfferCells
ENSG00000171115	GIMAP8	 DKFZp667I133, hIAN6, IAN9,	"GTPase, IMAP family member 8"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	155038	GIMAP8	LiverMacrophage,KupfferCells
ENSG00000171163	ZNF692	 AREBP, FLJ20531, Zfp692,	"Zinc finger protein 692"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	55657	ZNF692	TF
ENSG00000171223	JUNB	 ,	"JunB proto-oncogene, AP-1 transcription factor subunit"	"Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	3726	JUNB	TopGeneInFirstStep,CancerDExpr,TF,LiverMacrophage,KupfferCells
ENSG00000171236	LRG1	 LRG,	"Leucine rich alpha-2-glycoprotein 1"	"Plasma proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	116844	LRG1	LiverMacrophage,KupfferCells
ENSG00000171295	ZNF440	 FLJ37933,	"Zinc finger protein 440"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	126070	ZNF440	TF
ENSG00000171425	ZNF581	 FLJ22550, HSPC189,	"Zinc finger protein 581"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	51545	ZNF581	TF,LiverMacrophage,KupfferCells
ENSG00000171443	ZNF524	 MGC23143,	"Zinc finger protein 524"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	147807	ZNF524	TF,LiverMacrophage,KupfferCells
ENSG00000171466	ZNF562	 FLJ20079,	"Zinc finger protein 562"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	54811	ZNF562	TF
ENSG00000171469	ZNF561	 MGC45408,	"Zinc finger protein 561"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	93134	ZNF561	TF
ENSG00000171522	PTGER4	 EP4,	"Prostaglandin E receptor 4"	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	5734	PTGER4	FunctionGene,LiverMacrophage
ENSG00000171604	CXXC5	 HSPC195, RINF, WID,	"CXXC finger protein 5"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51523	CXXC5	TF
ENSG00000171606	ZNF274	 ZKSCAN19, ZSCAN51,	"Zinc finger protein 274"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	10782	ZNF274	TF
ENSG00000171608	PIK3CD	 p110D,	"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"	"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at protein level"	5293	PIK3CD	FunctionGene
ENSG00000171634	BPTF	 FAC1, FALZ, NURF301,	"Bromodomain PHD finger transcription factor"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2186	BPTF	TF,LiverMacrophage,KupfferCells
ENSG00000171659	GPR34	 ,	"G protein-coupled receptor 34"	"G-protein coupled receptors, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	2857	GPR34	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000171681	ATF7IP	 FLJ10688, p621,	"Activating transcription factor 7 interacting protein"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	55729	ATF7IP	KupfferCells
ENSG00000171700	RGS19	 GAIP, RGSGAIP,	"Regulator of G protein signaling 19"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10287	RGS19	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000171766	GATM	 AGAT,	"Glycine amidinotransferase"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2628	GATM	LiverMacrophage,KupfferCells
ENSG00000171860	C3AR1	 AZ3B, C3AR,	"Complement C3a receptor 1"	"G-protein coupled receptors, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	719	C3AR1	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000171940	ZNF217	 ZABC1,	"Zinc finger protein 217"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7764	ZNF217	TF,LiverMacrophage,KupfferCells
ENSG00000171970	ZNF57	 ZNF424,	"Zinc finger protein 57"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	126295	ZNF57	TF
ENSG00000171988	JMJD1C	 DKFZp761F0118, FLJ14374, KDM3C, KIAA1380, TRIP8,	"Jumonji domain containing 1C"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	221037	JMJD1C	LiverMacrophage,KupfferCells
ENSG00000172053	QARS1	 QARS,	"Glutaminyl-tRNA synthetase 1"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	5859	QARS1	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000172059	KLF11	 MODY7, TIEG2, Tieg3,	"Kruppel like factor 11"	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	8462	KLF11	TF
ENSG00000172183	ISG20	 CD25, HEM45,	"Interferon stimulated exonuclease gene 20"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	3669	ISG20	FunctionGene,KupfferCells
ENSG00000172216	CEBPB	 C/EBP-beta, CRP2, IL6DBP, LAP, NFIL6, TCF5,	"CCAAT enhancer binding protein beta"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	1051	CEBPB	CancerDExpr,TF,LiverMacrophage,KupfferCells
ENSG00000172243	CLEC7A	 CD369, CLECSF12, dectin-1, hDectin-1, SCARE2,	"C-type lectin domain containing 7A"	"CD markers, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	64581	CLEC7A	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000172262	ZNF131	 pHZ-10, ZBTB35,	"Zinc finger protein 131"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7690	ZNF131	TF
ENSG00000172322	CLEC12A	 CD371, CLL-1, DCAL-2, MICL,	"C-type lectin domain family 12 member A"	"CD markers, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	160364	CLEC12A	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000172349	IL16	 FLJ16806, FLJ42735, HsT19289, IL-16, LCF, prIL-16,	"Interleukin 16"	"Cancer-related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	3603	IL16	TopGeneInFirstStep,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000172366	MCRIP2	 C16orf14, FAM195A, MGC15416,	"MAPK regulated corepressor interacting protein 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	84331	MCRIP2	LiverMacrophage
ENSG00000172428	COPS9	 CSNAP, MYEOV2,	"COP9 signalosome subunit 9"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	150678	COPS9	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000172466	ZNF24	 KOX17, Zfp191, ZNF191, ZSCAN3,	"Zinc finger protein 24"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7572	ZNF24	TF
ENSG00000172493	AFF1	 AF-4, AF4, MLLT2, PBM1,	"AF4/FMR2 family member 1"	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	4299	AFF1	LiverMacrophage
ENSG00000172594	SMPDL3A	 ASM3A, ASML3a, FLJ20177, yR36GH4.1,	"Sphingomyelin phosphodiesterase acid like 3A"	"Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	10924	SMPDL3A	LiverMacrophage
ENSG00000172663	TMEM134	 FLJ21749,	"Transmembrane protein 134"	"Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	80194	TMEM134	LiverMacrophage
ENSG00000172716	SLFN11	 FLJ34922,	"Schlafen family member 11"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	91607	SLFN11	LiverMacrophage,KupfferCells
ENSG00000172725	CORO1B	 coronin-2,	"Coronin 1B"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	57175	CORO1B	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000172819	RARG	 NR1B3, RARC,	"Retinoic acid receptor gamma"	"Cancer-related genes, FDA approved drug targets, Nuclear receptors, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	5916	RARG	TF,FunctionGene
ENSG00000172831	CES2	 CE-2, CES2A1, iCE,	"Carboxylesterase 2"	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	8824	CES2	KupfferCells
ENSG00000172936	MYD88	 ,	"MYD88 innate immune signal transduction adaptor"	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4615	MYD88	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000173083	HPSE	 HPA, HPSE1, HSE1,	Heparanase	"Enzymes, Metabolic proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	10855	HPSE	LiverMacrophage
ENSG00000173110	HSPA6	 HSP70B',	"Heat shock protein family A (Hsp70) member 6"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3310	HSPA6	FunctionGene,KupfferCells
ENSG00000173153	ESRRA	 ERR1, ERRa, ERRalpha, ESRL1, NR3B1,	"Estrogen related receptor alpha"	"Nuclear receptors, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	2101	ESRRA	TF,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000173163	COMMD1	 C2orf5, MGC27155, MURR1,	"Copper metabolism domain containing 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	150684	COMMD1	TopGeneInFirstStep
ENSG00000173171	MTX1	 MTX, MTXN,	"Metaxin 1"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	4580	MTX1	TopGeneInFirstStep
ENSG00000173193	PARP14	 ARTD8, KIAA1268, pART8,	"Poly(ADP-ribose) polymerase family member 14"	"Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	54625	PARP14	LiverMacrophage,KupfferCells
ENSG00000173198	CYSLTR1	 CysLT(1), CysLT1, CYSLT1R,	"Cysteinyl leukotriene receptor 1"	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	10800	CYSLTR1	FunctionGene
ENSG00000173221	GLRX	 GRX, GRX1,	Glutaredoxin	"Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2745	GLRX	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000173272	MZT2A	 FAM128A, MOZART2A,	"Mitotic spindle organizing protein 2A"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	653784	MZT2A	LiverMacrophage,KupfferCells
ENSG00000173275	ZNF449	 FLJ23614, ZSCAN19,	"Zinc finger protein 449"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	203523	ZNF449	TF
ENSG00000173276	ZBTB21	 KIAA1227, ZNF295,	"Zinc finger and BTB domain containing 21"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	49854	ZBTB21	TF
ENSG00000173369	C1QB	 ,	"Complement C1q B chain"	"Human disease related genes, Predicted secreted proteins"	"Evidence at transcript level"	"Evidence at transcript level"	713	C1QB	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000173372	C1QA	 ,	"Complement C1q A chain"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	712	C1QA	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000173451	THAP2	 DKFZP564I0422,	"THAP domain containing 2"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	83591	THAP2	TF
ENSG00000173480	ZNF417	 MGC34079,	"Zinc finger protein 417"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	147687	ZNF417	TF
ENSG00000173486	FKBP2	 FKBP-13, FKBP13, PPIase,	"FKBP prolyl isomerase 2"	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2286	FKBP2	TopGeneInFirstStep
ENSG00000173530	TNFRSF10D	 CD264, DcR2, TRAILR4, TRUNDD,	"TNF receptor superfamily member 10d"	"Cancer-related genes, CD markers, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	8793	TNFRSF10D	FunctionGene
ENSG00000173559	NABP1	 DKFZp667M1322, FLJ13624, FLJ22833, hSSB2, MGC111163, OBFC2A, SOSS-B2, SSB2,	"Nucleic acid binding protein 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	64859	NABP1	LiverMacrophage,KupfferCells
