Ensembl	Gene	Synonym	Description	Protein.class	Evidence	HPA.evidence	ENTREZID	Gene.name.HPA	CD8.T.cellStep	CD4.T.cellStep	macrophageStep
ENSG00000184635	ZNF93	 FLJ12488, HPF34, TF34, ZNF505,	"Zinc finger protein 93"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	81931	ZNF93	TF	TF	TF
ENSG00000184924	PTRHD1	 C2orf79, LOC391356,	"Peptidyl-tRNA hydrolase domain containing 1"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	391356	PTRHD1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000184990	SIVA1	 CD27BP, SIVA, Siva-1, Siva-2,	"SIVA1 apoptosis inducing factor"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10572	SIVA1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000185088	RPS27L	 ,	"Ribosomal protein S27 like"	"Predicted intracellular proteins, Ribosomal proteins"	"Evidence at protein level"	"Evidence at protein level"	51065	RPS27L	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000185129	PURA	 PUR-ALPHA, PUR1, PURALPHA,	"Purine rich element binding protein A"	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	5813	PURA	TF	TF	TF,LiverMacrophage
ENSG00000185187	SIGIRR	 IL-1R8, TIR8,	"Single Ig and TIR domain containing"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	59307	SIGIRR	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000185201	IFITM2	 1-8D, DSPA2c,	"Interferon induced transmembrane protein 2"	"Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	10581	IFITM2	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000185238	PRMT3	 HRMT1L3,	"Protein arginine methyltransferase 3"	"Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10196	PRMT3	TF	TF	TF
ENSG00000185404	SP140L	 ,	"SP140 nuclear body protein like"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	93349	SP140L	TF	TF	TF
ENSG00000185420	SMYD3	 KMT3E, ZMYND1, ZNFN3A1,	"SET and MYND domain containing 3"	"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	64754	SMYD3	TF	TF	TF
ENSG00000185475	TMEM179B	 ,	"Transmembrane protein 179B"	"Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	374395	TMEM179B	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000185507	IRF7	 ,	"Interferon regulatory factor 7"	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	3665	IRF7	TF,FunctionGene	TF,FunctionGene	TF,FunctionGene
ENSG00000185608	MRPL40	 MRP-L22, NLVCF,	"Mitochondrial ribosomal protein L40"	"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"	"Evidence at protein level"	"Evidence at protein level"	64976	MRPL40	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,KupfferCells
ENSG00000185669	SNAI3	 SMUC, Zfp293, ZNF293,	"Snail family transcriptional repressor 3"	"Predicted intracellular proteins, Transcription factors"	"Evidence at transcript level"	"Evidence at transcript level"	333929	SNAI3	TF	TF	TF
ENSG00000185670	ZBTB3	 FLJ23392,	"Zinc finger and BTB domain containing 3"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	79842	ZBTB3	TF	TF	TF
ENSG00000185808	PIGP	 DCRC, DSCR5, DSRC,	"Phosphatidylinositol glycan anchor biosynthesis class P"	"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	51227	PIGP	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage
ENSG00000185811	IKZF1	 hIk-1, Hs.54452, IKAROS, LyF-1, PPP1R92, ZNFN1A1,	"IKAROS family zinc finger 1"	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	10320	IKZF1	TopGeneInFirstStep,CancerDExpr,TF	TopGeneInFirstStep,CancerDExpr,TF	TF,LiverMacrophage,KupfferCells
ENSG00000185862	EVI2B	 CD361, D17S376, EVDB,	"Ecotropic viral integration site 2B"	"CD markers, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	2124	EVI2B	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000185905	C16orf54	 FLJ35681,	"Chromosome 16 open reading frame 54"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	283897	C16orf54	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep
ENSG00000185947	ZNF267	 HZF2,	"Zinc finger protein 267"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	10308	ZNF267	TF,TcellActVsNaive	TF,TcellActVsNaive	TF
ENSG00000186010	NDUFA13	 B16.6, CDA016, CGI-39, GRIM-19, GRIM19,	"NADH:ubiquinone oxidoreductase subunit A13"	"Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	51079	NDUFA13	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000186017	ZNF566	 FLJ14779, MGC12515,	"Zinc finger protein 566"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	84924	ZNF566	TF	TF	TF
ENSG00000186020	ZNF529	 KIAA1615,	"Zinc finger protein 529"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	57711	ZNF529	TF	TF	TF
ENSG00000186130	ZBTB6	 ZID, ZNF482,	"Zinc finger and BTB domain containing 6"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	10773	ZBTB6	TF	TF	TF
ENSG00000186272	ZNF17	 FLJ40864, FLJ46058, FLJ46615, HPF3, KIAA1947, KOX10,	"Zinc finger protein 17"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7565	ZNF17	TF	TF	TF
ENSG00000186300	ZNF555	 MGC26707,	"Zinc finger protein 555"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	148254	ZNF555	TF	TF	TF
ENSG00000186469	GNG2	 ,	"G protein subunit gamma 2"	"Predicted intracellular proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at transcript level"	54331	GNG2	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000186470	BTN3A2	 BTN3.2,	"Butyrophilin subfamily 3 member A2"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	11118	BTN3A2	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000186577	SMIM29	 C6orf1, LBH, MGC57858,	"Small integral membrane protein 29"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	221491	SMIM29	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep
ENSG00000186812	ZNF397	 MGC13250, ZNF47, ZSCAN15,	"Zinc finger protein 397"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	84307	ZNF397	TF	TF	TF
ENSG00000187193	MT1X	 MT-1l, MT1,	"Metallothionein 1X"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	4501	MT1X	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000187266	EPOR	 ,	"Erythropoietin receptor"	"Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	2057	EPOR	FunctionGene	FunctionGene	FunctionGene
ENSG00000187608	ISG15	 G1P2, IFI15, UCRP,	"ISG15 ubiquitin like modifier"	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	9636	ISG15	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000187735	TCEA1	 GTF2S, SII, TCEA, TF2S, TFIIS,	"Transcription elongation factor A1"	"Cancer-related genes, Disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6917	TCEA1	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000187764	SEMA4D	 C9orf164, CD100, coll-4, FLJ39737, SEMAJ,	"Semaphorin 4D"	"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	10507	SEMA4D	TopGeneInFirstStep,FunctionGene	FunctionGene	FunctionGene,KupfferCells
ENSG00000188033	ZNF490	 KIAA1198,	"Zinc finger protein 490"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	57474	ZNF490	TF	TF	TF
ENSG00000188042	ARL4C	 ARL7, LAK,	"ADP ribosylation factor like GTPase 4C"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10123	ARL4C	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000188171	ZNF626	 ,	"Zinc finger protein 626"	"Predicted intracellular proteins, Transcription factors"	"Evidence at transcript level"	"Evidence at transcript level"	199777	ZNF626	TF	TF	TF
ENSG00000188283	ZNF383	 FLJ35863, Zfp383,	"Zinc finger protein 383"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	163087	ZNF383	TF	TF	TF
ENSG00000188295	ZNF669	 FLJ12606,	"Zinc finger protein 669"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	79862	ZNF669	TF	TF	TF
ENSG00000188313	PLSCR1	 MMTRA1B,	"Phospholipid scramblase 1"	"Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	5359	PLSCR1	TF,FunctionGene	TF,FunctionGene	TopGeneInFirstStep,CancerDExpr,TF,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000188321	ZNF559	 MGC13105,	"Zinc finger protein 559"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	84527	ZNF559	TF	TF	TF
ENSG00000188404	SELL	 CD62L, hLHRc, LAM-1, LAM1, Leu-8, LNHR, LSEL, Lyam-1, LYAM1, PLNHR,	"Selectin L"	"Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	6402	SELL	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep,KupfferCells
ENSG00000188536	HBA2	 HBA-T2,	"Hemoglobin subunit alpha 2"	"Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	3040	HBA2	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000188785	ZNF548	 FLJ32932,	"Zinc finger protein 548"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	147694	ZNF548	TF	TF	TF
ENSG00000188786	MTF1	 ,	"Metal regulatory transcription factor 1"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	4520	MTF1	TF	TF	TF
ENSG00000188868	ZNF563	 FLJ34797,	"Zinc finger protein 563"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	147837	ZNF563	TF	TF	TF
ENSG00000188994	ZNF292	 bA393I2.3, KIAA0530, ZFP292, Zn-15, Zn-16,	"Zinc finger protein 292"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	23036	ZNF292	TF	TF	TF
ENSG00000189042	ZNF567	 MGC45586,	"Zinc finger protein 567"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	163081	ZNF567	TF	TF	TF
ENSG00000189067	LITAF	 FLJ38636, PIG7, SIMPLE, TP53I7,	"Lipopolysaccharide induced TNF factor"	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	9516	LITAF	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000189159	JPT1	 ARM2, HN1, HN1A,	"Jupiter microtubule associated homolog 1"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51155	JPT1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000189180	ZNF33A	 FLJ23404, KIAA0065, KOX31, KOX5, ZNF11A, ZNF33, ZZAPK,	"Zinc finger protein 33A"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7581	ZNF33A	TF	TF	TF
ENSG00000189190	ZNF600	 DKFZp686F06123, KR-ZNF1,	"Zinc finger protein 600"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	162966	ZNF600	TF	TF	TF
ENSG00000189298	ZKSCAN3	 ZF47, Zfp47, ZNF306, ZNF309, ZSCAN35,	"Zinc finger with KRAB and SCAN domains 3"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	80317	ZKSCAN3	TF	TF	TF
ENSG00000189308	LIN54	 CXCDC1, DKFZp686L1814, JC8.6, MIP120, TCX1,	"Lin-54 DREAM MuvB core complex component"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	132660	LIN54	TF	TF	TF
ENSG00000196083	IL1RAP	 C3orf13, IL-1RAcP, IL1R3,	"Interleukin 1 receptor accessory protein"	"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	3556	IL1RAP	FunctionGene	FunctionGene	FunctionGene,LiverMacrophage
ENSG00000196126	HLA-DRB1	 HLA-DR1B,	"Major histocompatibility complex, class II, DR beta 1"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	3123	HLA-DRB1	FunctionGene	FunctionGene	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000196150	ZNF250	 MGC9718, ZFP647, ZNF647,	"Zinc finger protein 250"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	58500	ZNF250	TF	TF	TF
ENSG00000196154	S100A4	 18A2, 42A, CAPL, FSP1, MTS1, P9KA, PEL98,	"S100 calcium binding protein A4"	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	6275	S100A4	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000196214	ZNF766	 ,	"Zinc finger protein 766"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	90321	ZNF766	TopGeneInFirstStep,TF	TopGeneInFirstStep,TF	TF
ENSG00000196233	LCOR	 C10orf12, DKFZP564P1916, FLJ13022, FLJ38026, KIAA1795, MLR2,	"Ligand dependent nuclear receptor corepressor"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	84458	LCOR	TF	TF	TF,LiverMacrophage,KupfferCells
ENSG00000196267	ZNF836	 FLJ16287,	"Zinc finger protein 836"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	162962	ZNF836	TF	TF	TF
ENSG00000196268	ZNF493	 FLJ36504,	"Zinc finger protein 493"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	284443	ZNF493	TF	TF	TF
ENSG00000196275	GTF2IRD2	 FLJ37938, GTF2IRD2A,	"GTF2I repeat domain containing 2"	"Disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	84163	GTF2IRD2	TF	TF	TF
ENSG00000196352	CD55	 CR, CROM, DAF, TC,	"CD55 molecule (Cromer blood group)"	"Blood group antigen proteins, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	1604	CD55	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000196387	ZNF140	 pHZ-39,	"Zinc finger protein 140"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7699	ZNF140	TF	TopGeneInFirstStep,TF	TF
ENSG00000196405	EVL	 RNB6,	Enah/Vasp-like	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51466	EVL	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep,CancerDExpr	LiverMacrophage,KupfferCells
ENSG00000196417	ZNF765	 ,	"Zinc finger protein 765"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	91661	ZNF765	TF	TF	TF
ENSG00000196418	ZNF124	 HZF-16, HZF16,	"Zinc finger protein 124"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7678	ZNF124	TF	TF	TF
ENSG00000196437	ZNF569	 FLJ32053, ZAP1, Zfp74,	"Zinc finger protein 569"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	148266	ZNF569	TF	TF	TF
ENSG00000196605	ZNF846	 ,	"Zinc finger protein 846"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	162993	ZNF846	TF	TF	TF
ENSG00000196646	ZNF136	 pHZ-20,	"Zinc finger protein 136"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7695	ZNF136	TF	TF	TF
ENSG00000196670	ZFP62	 FLJ34231, ZET, ZNF755,	"ZFP62 zinc finger protein"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	643836	ZFP62	TF	TF	TF
ENSG00000196693	ZNF33B	 KOX2, KOX31, ZNF11B,	"Zinc finger protein 33B"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7582	ZNF33B	TF	TF	TF
ENSG00000196705	ZNF431	 KIAA1969,	"Zinc finger protein 431"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	170959	ZNF431	TF	TF	TF
ENSG00000196757	ZNF700	 DKFZp434I1610,	"Zinc finger protein 700"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	90592	ZNF700	TF	TF	TF
ENSG00000196776	CD47	 IAP, MER6, OA3,	"CD47 molecule"	"CD markers, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	961	CD47	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000196812	ZSCAN16	 dJ265C24.3, FLJ22191, ZNF392, ZNF435,	"Zinc finger and SCAN domain containing 16"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	80345	ZSCAN16	TF	TF	TF
ENSG00000196843	ARID5A	 MRF-1, RP11-363D14,	"AT-rich interaction domain 5A"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	10865	ARID5A	TF	TF	TF
ENSG00000196873	CBWD3	 bA561O23.1,	"COBW domain containing 3"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	445571	CBWD3	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep
ENSG00000196954	CASP4	 ICE(rel)II, ICH-2, TX,	"Caspase 4"	"Cancer-related genes, Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	837	CASP4	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000196967	ZNF585A	 FLJ23765, Zfp27,	"Zinc finger protein 585A"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	199704	ZNF585A	TopGeneInFirstStep,TF	TopGeneInFirstStep,TF	TF
ENSG00000196998	WDR45	 JM5, NBIA5, WDRX1, WIPI4,	"WD repeat domain 45"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	11152	WDR45	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,KupfferCells
ENSG00000197008	ZNF138	 pHZ-32,	"Zinc finger protein 138"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7697	ZNF138	TF	TF	TF
ENSG00000197013	ZNF429	 ,	"Zinc finger protein 429"	"Predicted intracellular proteins, Transcription factors"	"Evidence at transcript level"	"Evidence at transcript level"	353088	ZNF429	TF	TF	TF
ENSG00000197020	ZNF100	 ,	"Zinc finger protein 100"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	163227	ZNF100	TF	TF	TF
ENSG00000197037	ZSCAN25	 FLJ32468, ZNF498,	"Zinc finger and SCAN domain containing 25"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	221785	ZSCAN25	TF	TF	TF
ENSG00000197043	ANXA6	 ANX6,	"Annexin A6"	"Plasma proteins, Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	309	ANXA6	TopGeneInFirstStep,CancerDExpr,FunctionGene	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene,KupfferCells
ENSG00000197045	GMFB	 GMF,	"Glia maturation factor beta"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2764	GMFB	FunctionGene	FunctionGene	FunctionGene
ENSG00000197050	ZNF420	 FLJ32191,	"Zinc finger protein 420"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	147923	ZNF420	TF	TF	TF
ENSG00000197054	ZNF763	 ZNF440L,	"Zinc finger protein 763"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	284390	ZNF763	TF	TF	TF
ENSG00000197061	H4C3	 dJ221C16.1, H4/g, H4FG, HIST1H4C,	"H4 clustered histone 3"	"Disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	8364	H4C3	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000197062	ZSCAN26	 SRE-ZBP, ZNF187,	"Zinc finger and SCAN domain containing 26"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7741	ZSCAN26	TF	TF	TF
ENSG00000197070	ARRDC1	 MGC40555,	"Arrestin domain containing 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	92714	ARRDC1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,KupfferCells
ENSG00000197223	C1D	 LRP1, Rrp47, SUN-CoR, SUNCOR,	"C1D nuclear receptor corepressor"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10438	C1D	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage
ENSG00000197343	ZNF655	 VIK, VIK-1,	"Zinc finger protein 655"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	79027	ZNF655	TopGeneInFirstStep,TF	TopGeneInFirstStep,TF	TF,LiverMacrophage,KupfferCells
ENSG00000197362	ZNF786	 DKFZp762I137,	"Zinc finger protein 786"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	136051	ZNF786	TF	TF	TF
ENSG00000197372	ZNF675	 TBZF, TIZ,	"Zinc finger protein 675"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	171392	ZNF675	TF	TF	TF
ENSG00000197579	TOPORS	 LUN, RP31, TP53BPL,	"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10210	TOPORS	TF	TF	TF
ENSG00000197619	ZNF615	 FLJ33710,	"Zinc finger protein 615"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	284370	ZNF615	TF	TF	TF
ENSG00000197747	S100A10	 42C, ANX2LG, CAL1L, CLP11, P11,	"S100 calcium binding protein A10"	"Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	6281	S100A10	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000197782	ZNF780A	 ZNF780,	"Zinc finger protein 780A"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	284323	ZNF780A	TF	TF	TF
ENSG00000197841	ZNF181	 HHZ181, MGC44316,	"Zinc finger protein 181"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	339318	ZNF181	TF	TF	TF
ENSG00000197857	ZNF44	 KOX7, ZNF504, ZNF55, ZNF58,	"Zinc finger protein 44"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	51710	ZNF44	TF	TF	TF
ENSG00000197863	ZNF790	 FLJ20350, MGC62100,	"Zinc finger protein 790"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	388536	ZNF790	TF	TF	TF
ENSG00000197928	ZNF677	 MGC48625,	"Zinc finger protein 677"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	342926	ZNF677	TF	TF	TF
ENSG00000197933	ZNF823	 HSZFP36,	"Zinc finger protein 823"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	55552	ZNF823	TF	TF	TF
ENSG00000197937	ZNF347	 ZNF1111,	"Zinc finger protein 347"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	84671	ZNF347	TF	TF	TF
